Date_reported,United States of America,Brazil,Mexico,India,The United Kingdom,Italy,France,Russian Federation,Iran (Islamic Republic of),Spain,Germany,Colombia,Argentina,South Africa,Peru,Poland,Indonesia,Turkey,Ukraine,Belgium,Canada,Chile,Romania,Czechia,Ecuador,Netherlands,Iraq,Hungary,Portugal,Pakistan,Sweden,Philippines,Bolivia (Plurinational State of),Egypt,Bulgaria,Switzerland,Morocco,Bangladesh,Austria,Tunisia,Saudi Arabia,Greece,Japan,Guatemala,Panama,Croatia,China,Israel,Bosnia and Herzegovina,Slovakia,Jordan,Serbia,Slovenia,Honduras,Republic of Moldova,Ireland,Georgia,Myanmar,Azerbaijan,Lebanon,Armenia,Kazakhstan,Algeria,North Macedonia,Lithuania,Paraguay,Dominican Republic,Costa Rica,Afghanistan,Denmark,Ethiopia,Nepal,"occupied Palestinian territory, including east Jerusalem",Libya,Puerto Rico,Sudan,Kenya,Belarus,El Salvador,Nigeria,Oman,Kosovo[1],Republic of Korea,Kyrgyzstan,Albania,Zimbabwe,Venezuela (Bolivarian Republic of),Latvia,Kuwait,Syrian Arab Republic,Australia,United Arab Emirates,Montenegro,Malaysia,Zambia,Malawi,Democratic Republic of the Congo,Finland,Uzbekistan,Senegal,Yemen,Luxembourg,Norway,Eswatini,Angola,Cameroon,Uruguay,Estonia,Mauritania,Ghana,Bahrain,Mozambique,Jamaica,Namibia,Mali,Uganda,Sri Lanka,Belize,Madagascar,Malta,Qatar,Haiti,Cuba,Cyprus,Rwanda,Bahamas,Guyana,Nicaragua,Lesotho,Niger,Guadeloupe,Suriname,Côte d’Ivoire,Trinidad and Tobago,Botswana,Cabo Verde,French Polynesia,Somalia,Guam,Gambia,Burkina Faso,Chad,Congo,Andorra,Tajikistan,Comoros,Equatorial Guinea,Liberia,Guinea,Sierra Leone,Thailand,Togo,French Guiana,Gibraltar,Gabon,San Marino,Jersey,South Sudan,Central African Republic,Djibouti,Mayotte,Aruba,Maldives,Benin,Réunion,Liechtenstein,Guinea-Bissau,Martinique,Viet Nam,Iceland,Singapore,Sint Maarten,Isle of Man,New Zealand,United States Virgin Islands,United Republic of Tanzania,Curaçao,Sao Tome and Principe,Guernsey,Saint Lucia,Other,Bermuda,Saint Martin,Monaco,Barbados,Mauritius,Papua New Guinea,Turks and Caicos Islands,Eritrea,Antigua and Barbuda,Brunei Darussalam,Bonaire,Seychelles,Mongolia,Burundi,Cayman Islands,Fiji,Saint Vincent and the Grenadines,Northern Mariana Islands (Commonwealth of the),Grenada,British Virgin Islands,Bhutan,Montserrat,Faroe Islands,Niue,Wallis and Futuna,New Caledonia,Vanuatu,American Samoa,Saint Helena,Saint Barthélemy,Nauru,Palau,Saba,Anguilla,Greenland,Micronesia (Federated States of),Kiribati,Holy See,Solomon Islands,Falkland Islands (Malvinas),Sint Eustatius,Samoa,Timor-Leste,Dominica,Saint Pierre and Miquelon,Democratic People's Republic of Korea,Saint Kitts and Nevis,Lao People's Democratic Republic,Tokelau,Tonga,Cook Islands,Marshall Islands,Turkmenistan,Tuvalu,Cambodia,Pitcairn Islands
2020-03-21,0.0,7.0,0.0,0.0,32.0,625.0,78.0,0.0,123.0,322.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,35.0,4.0,1.0,0.0,0.0,2.0,28.0,3.0,3.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,0.0,0.0,0.0,1.0,58.0,795.0,112.0,0.0,129.0,433.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,6.0,0.0,9.0,6.0,0.0,2.0,0.0,19.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,201.0,0.0,1.0,4.0,36.0,649.0,112.0,0.0,127.0,506.0,27.0,2.0,1.0,0.0,0.0,2.0,1.0,9.0,0.0,47.0,6.0,0.0,2.0,1.0,0.0,44.0,3.0,3.0,2.0,2.0,8.0,8.0,0.0,4.0,0.0,18.0,1.0,0.0,8.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,271.0,35.0,0.0,0.0,76.0,601.0,186.0,0.0,122.0,551.0,32.0,1.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,78.0,6.0,1.0,5.0,0.0,1.0,32.0,4.0,1.0,9.0,1.0,11.0,0.0,0.0,5.0,0.0,23.0,0.0,2.0,9.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,0.0,0.0,0.0,1.0,148.0,743.0,240.0,0.0,143.0,686.0,23.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,1.0,77.0,0.0,0.0,4.0,2.0,0.0,62.0,2.0,2.0,10.0,1.0,11.0,5.0,0.0,2.0,0.0,19.0,1.0,0.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,318.0,11.0,3.0,3.0,191.0,685.0,230.0,2.0,157.0,723.0,49.0,1.0,4.0,0.0,4.0,4.0,20.0,15.0,1.0,107.0,10.0,2.0,2.0,3.0,0.0,76.0,7.0,0.0,10.0,1.0,21.0,7.0,0.0,0.0,0.0,39.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,0.0,0.0,0.0,4.0,181.0,660.0,365.0,1.0,144.0,824.0,55.0,0.0,0.0,0.0,0.0,2.0,9.0,16.0,0.0,102.0,0.0,0.0,4.0,3.0,0.0,71.0,4.0,0.0,17.0,1.0,22.0,0.0,0.0,3.0,0.0,38.0,4.0,0.0,18.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,252.0,20.0,3.0,0.0,288.0,971.0,297.0,1.0,139.0,871.0,72.0,2.0,4.0,1.0,0.0,0.0,0.0,17.0,3.0,128.0,4.0,1.0,7.0,0.0,0.0,122.0,2.0,1.0,16.0,2.0,31.0,23.0,0.0,6.0,0.0,32.0,13.0,0.0,16.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,3.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,10.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,425.0,15.0,4.0,8.0,292.0,887.0,319.0,4.0,123.0,909.0,64.0,0.0,5.0,0.0,2.0,2.0,27.0,16.0,1.0,141.0,16.0,1.0,5.0,2.0,0.0,89.0,0.0,2.0,24.0,2.0,32.0,0.0,0.0,6.0,4.0,57.0,3.0,0.0,0.0,2.0,4.0,4.0,3.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,444.0,22.0,4.0,4.0,212.0,758.0,291.0,1.0,117.0,840.0,66.0,0.0,2.0,0.0,0.0,4.0,8.0,23.0,2.0,149.0,6.0,0.0,11.0,5.0,0.0,122.0,0.0,2.0,19.0,5.0,35.0,10.0,0.0,4.0,1.0,46.0,3.0,0.0,18.0,0.0,0.0,6.0,2.0,0.0,3.0,1.0,4.0,1.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,286.0,22.0,4.0,3.0,374.0,810.0,415.0,8.0,141.0,811.0,128.0,4.0,1.0,2.0,0.0,9.0,14.0,37.0,2.0,170.0,5.0,2.0,4.0,8.0,0.0,84.0,4.0,1.0,21.0,7.0,38.0,0.0,5.0,1.0,0.0,58.0,4.0,0.0,22.0,1.0,2.0,5.0,2.0,0.0,7.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,452.0,23.0,8.0,6.0,403.0,839.0,497.0,7.0,138.0,913.0,149.0,4.0,4.0,2.0,13.0,2.0,21.0,46.0,4.0,208.0,23.0,4.0,25.0,7.0,0.0,168.0,4.0,4.0,20.0,1.0,45.0,18.0,1.0,5.0,0.0,44.0,4.0,1.0,20.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,9.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,996.0,42.0,1.0,12.0,672.0,727.0,505.0,0.0,124.0,899.0,140.0,2.0,3.0,0.0,0.0,10.0,13.0,63.0,3.0,233.0,16.0,4.0,16.0,8.0,71.0,133.0,4.0,1.0,27.0,5.0,48.0,0.0,1.0,6.0,2.0,57.0,3.0,0.0,18.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,0.0,1.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
